image,set
ISIC_0059477,train
ISIC_0059643,train
ISIC_0030511,train
ISIC_0063990,train
ISIC_0056038,train
ISIC_0066951,train
ISIC_0063239,train
ISIC_0024902,train
ISIC_0059731,train
ISIC_0024864,train
ISIC_0065510,train
ISIC_0010592,train
ISIC_0015006_downsampled,train
ISIC_0024428,train
ISIC_0033177,train
ISIC_0056333,train
ISIC_0025533,train
ISIC_0015978_downsampled,train
ISIC_0012210_downsampled,train
ISIC_0059394,train
ISIC_0056543,train
ISIC_0057885,train
ISIC_0057456,train
ISIC_0031020,train
ISIC_0065616,train
ISIC_0057862,train
ISIC_0062697,train
ISIC_0011146,train
ISIC_0057017,train
ISIC_0066003,train
ISIC_0025534,train
ISIC_0057506,train
ISIC_0067631,train
ISIC_0059370,train
ISIC_0030146,train
ISIC_0030824,train
ISIC_0000026_downsampled,train
ISIC_0068473,train
ISIC_0065477,train
ISIC_0067770,train
ISIC_0027141,train
ISIC_0013230_downsampled,train
ISIC_0001102_downsampled,train
ISIC_0067259,train
ISIC_0063410,train
ISIC_0029997,train
ISIC_0033351,train
ISIC_0059976,train
ISIC_0070051,train
ISIC_0012700_downsampled,train
ISIC_0031536,train
ISIC_0064691,train
ISIC_0070462,train
ISIC_0014607_downsampled,train
ISIC_0024906,train
ISIC_0030810,train
ISIC_0010024,train
ISIC_0063163,train
ISIC_0026642,train
ISIC_0069302,train
ISIC_0071410,train
ISIC_0062155,train
ISIC_0064824,train
ISIC_0027514,train
ISIC_0063573,train
ISIC_0016034_downsampled,train
ISIC_0068959,train
ISIC_0068628,train
ISIC_0025274,train
ISIC_0025275,train
ISIC_0027044,train
ISIC_0059501,train
ISIC_0062205,train
ISIC_0025767,train
ISIC_0055853,train
ISIC_0029836,train
ISIC_0028872,train
ISIC_0027193,train
ISIC_0053535,train
ISIC_0055645,train
ISIC_0070344,train
ISIC_0065341,train
ISIC_0060668,train
ISIC_0068716,train
ISIC_0029580,train
ISIC_0055863,train
ISIC_0056927,train
ISIC_0012706_downsampled,train
ISIC_0030157,train
ISIC_0026253,train
ISIC_0028616,train
ISIC_0033199,train
ISIC_0034184,train
ISIC_0028527,train
ISIC_0070727,train
ISIC_0057449,train
ISIC_0014579_downsampled,train
ISIC_0028967,train
ISIC_0024882,train
ISIC_0069323,train
ISIC_0027841,train
ISIC_0026426,train
ISIC_0055951,train
ISIC_0058408,train
ISIC_0059814,train
ISIC_0029490,train
ISIC_0013197_downsampled,train
ISIC_0071492,train
ISIC_0073070,train
ISIC_0068229,train
ISIC_0029930,train
ISIC_0027351,train
ISIC_0063379,train
ISIC_0011315,train
ISIC_0027874,train
ISIC_0069407,train
ISIC_0028609,train
ISIC_0055643,train
ISIC_0063331,train
ISIC_0066446,train
ISIC_0031608,train
ISIC_0032477,train
ISIC_0014613_downsampled,train
ISIC_0065589,train
ISIC_0054027,train
ISIC_0033921,train
ISIC_0068068,train
ISIC_0029869,train
ISIC_0058719,train
ISIC_0031122,train
ISIC_0073201,train
ISIC_0028447,train
ISIC_0068233,train
ISIC_0032111,train
ISIC_0057609,train
ISIC_0027885,train
ISIC_0065572,train
ISIC_0058199,train
ISIC_0013205_downsampled,train
ISIC_0061178,train
ISIC_0066383,train
ISIC_0055826,train
ISIC_0073128,train
ISIC_0069515,train
ISIC_0028736,train
ISIC_0013207_downsampled,train
ISIC_0030004,train
ISIC_0061244,train
ISIC_0027806,train
ISIC_0065887,train
ISIC_0070643,train
ISIC_0028646,train
ISIC_0058555,train
ISIC_0031050,train
ISIC_0028775,train
ISIC_0014545_downsampled,train
ISIC_0057069,train
ISIC_0065911,train
ISIC_0029849,train
ISIC_0032155,train
ISIC_0033360,train
ISIC_0063371,train
ISIC_0032976,train
ISIC_0054120,train
ISIC_0069144,train
ISIC_0061741,train
ISIC_0033157,train
ISIC_0029211,train
ISIC_0068367,train
ISIC_0033308,train
ISIC_0058982,train
ISIC_0057298,train
ISIC_0070601,train
ISIC_0014969_downsampled,train
ISIC_0065635,train
ISIC_0029663,train
ISIC_0056253,train
ISIC_0015007_downsampled,train
ISIC_0056861,train
ISIC_0025793,train
ISIC_0029250,train
ISIC_0030299,train
ISIC_0072123,train
ISIC_0027369,train
ISIC_0030140,train
ISIC_0014150_downsampled,train
ISIC_0059997,train
ISIC_0066363,train
ISIC_0030677,train
ISIC_0029653,train
ISIC_0029437,train
ISIC_0029093,train
ISIC_0064240,train
ISIC_0031914,train
ISIC_0000369,train
ISIC_0062184,train
ISIC_0034017,train
ISIC_0062566,train
ISIC_0057100,train
ISIC_0024577,train
ISIC_0024356,train
ISIC_0072093,train
ISIC_0026299,train
ISIC_0073168,train
ISIC_0066151,train
ISIC_0058043,train
ISIC_0058965,train
ISIC_0059274,train
ISIC_0065636,train
ISIC_0057415,train
ISIC_0071651,train
ISIC_0059109,train
ISIC_0030390,train
ISIC_0065024,train
ISIC_0057351,train
ISIC_0027858,train
ISIC_0033550,train
ISIC_0064443,train
ISIC_0026087,train
ISIC_0029294,train
ISIC_0012523_downsampled,train
ISIC_0059605,train
ISIC_0027777,train
ISIC_0055322,train
ISIC_0014666_downsampled,train
ISIC_0025920,train
ISIC_0031502,train
ISIC_0031490,train
ISIC_0032888,train
ISIC_0032405,train
ISIC_0026123,train
ISIC_0068614,train
ISIC_0026145,train
ISIC_0030550,train
ISIC_0071896,train
ISIC_0012391_downsampled,train
ISIC_0011305,train
ISIC_0000520_downsampled,train
ISIC_0031643,train
ISIC_0060486,train
ISIC_0013663_downsampled,train
ISIC_0071326,train
ISIC_0029167,train
ISIC_0029606,train
ISIC_0026976,train
ISIC_0055330,train
ISIC_0033266,train
ISIC_0054545,train
ISIC_0025476,train
ISIC_0032927,train
ISIC_0059044,train
ISIC_0065567,train
ISIC_0001275_downsampled,train
ISIC_0058508,train
ISIC_0068982,train
ISIC_0065546,train
ISIC_0027556,train
ISIC_0061464,train
ISIC_0024387,train
ISIC_0033965,train
ISIC_0067025,train
ISIC_0026323,train
ISIC_0071039,train
ISIC_0060304,train
ISIC_0030633,train
ISIC_0000066,train
ISIC_0060163,train
ISIC_0066979,train
ISIC_0072917,train
ISIC_0028037,train
ISIC_0056024,train
ISIC_0025855,train
ISIC_0028185,train
ISIC_0069836,train
ISIC_0056286,train
ISIC_0067843,train
ISIC_0060944,train
ISIC_0025269,train
ISIC_0068487,train
ISIC_0071020,train
ISIC_0069692,train
ISIC_0056750,train
ISIC_0058769,train
ISIC_0055818,train
ISIC_0066695,train
ISIC_0061416,train
ISIC_0069901,train
ISIC_0055533,train
ISIC_0033971,train
ISIC_0010174,train
ISIC_0060040,train
ISIC_0066760,train
ISIC_0034112,train
ISIC_0030271,train
ISIC_0059095,train
ISIC_0028343,train
ISIC_0072429,train
ISIC_0028838,train
ISIC_0065383,train
ISIC_0027278,train
ISIC_0030988,train
ISIC_0030206,train
ISIC_0032862,train
ISIC_0064719,train
ISIC_0065324,train
ISIC_0010333,train
ISIC_0071740,train
ISIC_0070564,train
ISIC_0070466,train
ISIC_0032476,train
ISIC_0034106,train
ISIC_0032543,train
ISIC_0009934,train
ISIC_0026931,train
ISIC_0000363,train
ISIC_0026177,train
ISIC_0012904_downsampled,train
ISIC_0055027,train
ISIC_0057279,train
ISIC_0009297_downsampled,train
ISIC_0059330,train
ISIC_0033274,train
ISIC_0034252,train
ISIC_0027061,train
ISIC_0003657_downsampled,train
ISIC_0025712,train
ISIC_0029464,train
ISIC_0063428,train
ISIC_0025846,train
ISIC_0025734,train
ISIC_0032043,train
ISIC_0025005,train
ISIC_0024992,train
ISIC_0071904,train
ISIC_0055612,train
ISIC_0063425,train
ISIC_0032975,train
ISIC_0063575,train
ISIC_0066066,train
ISIC_0061972,train
ISIC_0024717,train
ISIC_0031865,train
ISIC_0012930_downsampled,train
ISIC_0055208,train
ISIC_0054668,train
ISIC_0015255_downsampled,train
ISIC_0014581_downsampled,train
ISIC_0061525,train
ISIC_0011161,train
ISIC_0069004,train
ISIC_0027886,train
ISIC_0024379,train
ISIC_0063786,train
ISIC_0066938,train
ISIC_0014806_downsampled,train
ISIC_0031820,train
ISIC_0033463,train
ISIC_0059689,train
ISIC_0025213,train
ISIC_0060353,train
ISIC_0032821,train
ISIC_0064134,train
ISIC_0029245,train
ISIC_0057147,train
ISIC_0025626,train
ISIC_0029975,train
ISIC_0065624,train
ISIC_0030881,train
ISIC_0026342,train
ISIC_0026107,train
ISIC_0060214,train
ISIC_0071140,train
ISIC_0058656,train
ISIC_0059764,train
ISIC_0056922,train
ISIC_0055083,train
ISIC_0057059,train
ISIC_0029889,train
ISIC_0029914,train
ISIC_0067886,train
ISIC_0012095_downsampled,train
ISIC_0031016,train
ISIC_0029650,train
ISIC_0029521,train
ISIC_0009758_downsampled,train
ISIC_0024310,train
ISIC_0014582_downsampled,train
ISIC_0056805,train
ISIC_0067648,train
ISIC_0062892,train
ISIC_0062272,train
ISIC_0027621,train
ISIC_0000036_downsampled,train
ISIC_0033384,train
ISIC_0062435,train
ISIC_0034118,train
ISIC_0061906,train
ISIC_0056304,train
ISIC_0027753,train
ISIC_0056071,train
ISIC_0031611,train
ISIC_0069871,train
ISIC_0027393,train
ISIC_0024673,train
ISIC_0070579,train
ISIC_0026967,train
ISIC_0015241_downsampled,train
ISIC_0026679,train
ISIC_0026229,train
ISIC_0065433,train
ISIC_0058224,train
ISIC_0032853,train
ISIC_0067109,train
ISIC_0024510,train
ISIC_0071464,train
ISIC_0032386,train
ISIC_0030581,train
ISIC_0057589,train
ISIC_0025057,train
ISIC_0000461,train
ISIC_0062589,train
ISIC_0065819,train
ISIC_0063228,train
ISIC_0000317,train
ISIC_0065604,train
ISIC_0031057,train
ISIC_0026936,train
ISIC_0060143,train
ISIC_0031034,train
ISIC_0071611,train
ISIC_0054443,train
ISIC_0015993_downsampled,train
ISIC_0024561,train
ISIC_0066071,train
ISIC_0013644_downsampled,train
ISIC_0068805,train
ISIC_0028877,train
ISIC_0060470,train
ISIC_0028216,train
ISIC_0027905,train
ISIC_0069296,train
ISIC_0054122,train
ISIC_0034022,train
ISIC_0054463,train
ISIC_0060361,train
ISIC_0065492,train
ISIC_0027869,train
ISIC_0028220,train
ISIC_0025765,train
ISIC_0069690,train
ISIC_0064416,train
ISIC_0071824,train
ISIC_0059975,train
ISIC_0013527_downsampled,train
ISIC_0064544,train
ISIC_0026576,train
ISIC_0010057,train
ISIC_0066776,train
ISIC_0061109,train
ISIC_0072784,train
ISIC_0028290,train
ISIC_0011329,train
ISIC_0030896,train
ISIC_0073111,train
ISIC_0015946_downsampled,train
ISIC_0029953,train
ISIC_0059485,train
ISIC_0015182_downsampled,train
ISIC_0067926,train
ISIC_0064731,train
ISIC_0058499,train
ISIC_0029277,train
ISIC_0014979_downsampled,train
ISIC_0066473,train
ISIC_0026163,train
ISIC_0027404,train
ISIC_0056898,train
ISIC_0034216,train
ISIC_0013601_downsampled,train
ISIC_0054302,train
ISIC_0011092,train
ISIC_0015939_downsampled,train
ISIC_0025666,train
ISIC_0053976,train
ISIC_0069449,train
ISIC_0061059,train
ISIC_0072748,train
ISIC_0058196,train
ISIC_0060724,train
ISIC_0068173,train
ISIC_0055711,train
ISIC_0028922,train
ISIC_0062513,train
ISIC_0069221,train
ISIC_0071932,train
ISIC_0058658,train
ISIC_0009533_downsampled,train
ISIC_0026104,train
ISIC_0009966,train
ISIC_0030604,train
ISIC_0033826,train
ISIC_0034281,train
ISIC_0059495,train
ISIC_0066689,train
ISIC_0060622,train
ISIC_0028121,train
ISIC_0056930,train
ISIC_0030771,train
ISIC_0063869,train
ISIC_0000359,train
ISIC_0024426,train
ISIC_0066116,train
ISIC_0063900,train
ISIC_0034087,train
ISIC_0033876,train
ISIC_0007528_downsampled,train
ISIC_0013497_downsampled,train
ISIC_0059888,train
ISIC_0029281,train
ISIC_0028837,train
ISIC_0032796,train
ISIC_0064623,train
ISIC_0066659,train
ISIC_0060580,train
ISIC_0024898,train
ISIC_0057501,train
ISIC_0068067,train
ISIC_0060855,train
ISIC_0011212,train
ISIC_0067012,train
ISIC_0061961,train
ISIC_0060582,train
ISIC_0026862,train
ISIC_0010173,train
ISIC_0062795,train
ISIC_0061803,train
ISIC_0025508,train
ISIC_0057145,train
ISIC_0063985,train
ISIC_0029035,train
ISIC_0034191,train
ISIC_0033053,train
ISIC_0071029,train
ISIC_0055677,train
ISIC_0034051,train
ISIC_0025752,train
ISIC_0016033_downsampled,train
ISIC_0027730,train
ISIC_0029228,train
ISIC_0073133,train
ISIC_0066407,train
ISIC_0007796_downsampled,train
ISIC_0068594,train
ISIC_0013236_downsampled,train
ISIC_0034283,train
ISIC_0058173,train
ISIC_0030520,train
ISIC_0067264,train
ISIC_0030130,train
ISIC_0065374,train
ISIC_0071491,train
ISIC_0026559,train
ISIC_0027536,train
ISIC_0028752,train
ISIC_0028007,train
ISIC_0027443,train
ISIC_0016011_downsampled,train
ISIC_0067960,train
ISIC_0028087,train
ISIC_0032267,train
ISIC_0032148,train
ISIC_0028533,train
ISIC_0028101,train
ISIC_0056104,train
ISIC_0033505,train
ISIC_0066541,train
ISIC_0070616,train
ISIC_0072459,train
ISIC_0009945,train
ISIC_0063821,train
ISIC_0027629,train
ISIC_0061532,train
ISIC_0024742,train
ISIC_0034285,train
ISIC_0064205,train
ISIC_0061625,train
ISIC_0027589,train
ISIC_0028091,train
ISIC_0061640,train
ISIC_0029603,train
ISIC_0031132,train
ISIC_0008025_downsampled,train
ISIC_0066546,train
ISIC_0010439,train
ISIC_0071842,train
ISIC_0027250,train
ISIC_0027331,train
ISIC_0013106_downsampled,train
ISIC_0030856,train
ISIC_0032284,train
ISIC_0028444,train
ISIC_0029883,train
ISIC_0055325,train
ISIC_0059202,train
ISIC_0032626,train
ISIC_0033420,train
ISIC_0060374,train
ISIC_0025469,train
ISIC_0034233,train
ISIC_0013403_downsampled,train
ISIC_0071713,train
ISIC_0029998,train
ISIC_0030715,train
ISIC_0033106,train
ISIC_0058405,train
ISIC_0058761,train
ISIC_0028357,train
ISIC_0011167,train
ISIC_0030343,train
ISIC_0071889,train
ISIC_0030168,train
ISIC_0027957,train
ISIC_0024829,train
ISIC_0072781,train
ISIC_0029738,train
ISIC_0028390,train
ISIC_0025013,train
ISIC_0000543,train
ISIC_0028042,train
ISIC_0066736,train
ISIC_0029823,train
ISIC_0069078,train
ISIC_0065906,train
ISIC_0000333,train
ISIC_0063633,train
ISIC_0031420,train
ISIC_0026872,train
ISIC_0062133,train
ISIC_0066557,train
ISIC_0065056,train
ISIC_0024346,train
ISIC_0056083,train
ISIC_0010593,train
ISIC_0072647,train
ISIC_0027160,train
ISIC_0065206,train
ISIC_0030437,train
ISIC_0030868,train
ISIC_0054885,train
ISIC_0029604,train
ISIC_0059575,train
ISIC_0055369,train
ISIC_0014395_downsampled,train
ISIC_0028772,train
ISIC_0032063,train
ISIC_0057621,train
ISIC_0057070,train
ISIC_0028895,train
ISIC_0063642,train
ISIC_0026777,train
ISIC_0034276,train
ISIC_0064210,train
ISIC_0030506,train
ISIC_0000135_downsampled,train
ISIC_0061148,train
ISIC_0033101,train
ISIC_0061313,train
ISIC_0061999,train
ISIC_0026706,train
ISIC_0059753,train
ISIC_0072479,train
ISIC_0033547,train
ISIC_0031125,train
ISIC_0028933,train
ISIC_0067103,train
ISIC_0027953,train
ISIC_0066403,train
ISIC_0067357,train
ISIC_0026841,train
ISIC_0026038,train
ISIC_0029954,train
ISIC_0064605,train
ISIC_0070580,train
ISIC_0027384,train
ISIC_0060354,train
ISIC_0054994,train
ISIC_0068778,train
ISIC_0070589,train
ISIC_0031383,train
ISIC_0068867,train
ISIC_0061844,train
ISIC_0053630,train
ISIC_0069153,train
ISIC_0029518,train
ISIC_0034247,train
ISIC_0073202,train
ISIC_0025814,train
ISIC_0054344,train
ISIC_0071597,train
ISIC_0061370,train
ISIC_0024951,train
ISIC_0061401,train
ISIC_0062741,train
ISIC_0027616,train
ISIC_0025554,train
ISIC_0028058,train
ISIC_0033093,train
ISIC_0064852,train
ISIC_0013079_downsampled,train
ISIC_0029726,train
ISIC_0028912,train
ISIC_0032506,train
ISIC_0064247,train
ISIC_0055845,train
ISIC_0028152,train
ISIC_0026448,train
ISIC_0055870,train
ISIC_0026288,train
ISIC_0030489,train
ISIC_0000495,train
ISIC_0031836,train
ISIC_0030933,train
ISIC_0031571,train
ISIC_0014163_downsampled,train
ISIC_0054811,train
ISIC_0055313,train
ISIC_0034081,train
ISIC_0072694,train
ISIC_0026577,train
ISIC_0025807,train
ISIC_0067715,train
ISIC_0068696,train
ISIC_0055630,train
ISIC_0056690,train
ISIC_0060079,train
ISIC_0067208,train
ISIC_0033422,train
ISIC_0027307,train
ISIC_0025911,train
ISIC_0025324,train
ISIC_0000439_downsampled,train
ISIC_0032706,train
ISIC_0063234,train
ISIC_0059006,train
ISIC_0067933,train
ISIC_0027410,train
ISIC_0031134,train
ISIC_0072761,train
ISIC_0070453,train
ISIC_0064555,train
ISIC_0013073_downsampled,train
ISIC_0027763,train
ISIC_0066221,train
ISIC_0057594,train
ISIC_0026610,train
ISIC_0065741,train
ISIC_0060295,train
ISIC_0058877,train
ISIC_0013026_downsampled,train
ISIC_0030060,train
ISIC_0032992,train
ISIC_0024991,train
ISIC_0011229,train
ISIC_0029240,train
ISIC_0054899,train
ISIC_0068596,train
ISIC_0025576,train
ISIC_0032732,train
ISIC_0063287,train
ISIC_0027414,train
ISIC_0055697,train
ISIC_0065407,train
ISIC_0032454,train
ISIC_0032401,train
ISIC_0013160_downsampled,train
ISIC_0071097,train
ISIC_0066342,train
ISIC_0070642,train
ISIC_0033181,train
ISIC_0014473_downsampled,train
ISIC_0063457,train
ISIC_0057634,train
ISIC_0056611,train
ISIC_0005639_downsampled,train
ISIC_0069289,train
ISIC_0000283,train
ISIC_0026247,train
ISIC_0065517,train
ISIC_0029648,train
ISIC_0010183,train
ISIC_0071985,train
ISIC_0069329,train
ISIC_0029039,train
ISIC_0014535_downsampled,train
ISIC_0071909,train
ISIC_0027620,train
ISIC_0062006,train
ISIC_0030668,train
ISIC_0028382,train
ISIC_0060893,train
ISIC_0033444,train
ISIC_0025784,train
ISIC_0033795,train
ISIC_0024531,train
ISIC_0062159,train
ISIC_0028188,train
ISIC_0027247,train
ISIC_0014743_downsampled,train
ISIC_0068544,train
ISIC_0024967,train
ISIC_0065918,train
ISIC_0029195,train
ISIC_0030727,train
ISIC_0012837_downsampled,train
ISIC_0063798,train
ISIC_0067601,train
ISIC_0031776,train
ISIC_0065865,train
ISIC_0053824,train
ISIC_0013572_downsampled,train
ISIC_0059679,train
ISIC_0031515,train
ISIC_0030447,train
ISIC_0061929,train
ISIC_0025328,train
ISIC_0065294,train
ISIC_0069425,train
ISIC_0069400,train
ISIC_0032995,train
ISIC_0057321,train
ISIC_0012672_downsampled,train
ISIC_0014641_downsampled,train
ISIC_0000152_downsampled,train
ISIC_0029063,train
ISIC_0027315,train
ISIC_0057058,train
ISIC_0063243,train
ISIC_0026555,train
ISIC_0072807,train
ISIC_0028665,train
ISIC_0013529_downsampled,train
ISIC_0071502,train
ISIC_0055342,train
ISIC_0059378,train
ISIC_0060824,train
ISIC_0068726,train
ISIC_0058792,train
ISIC_0065605,train
ISIC_0058088,train
ISIC_0053731,train
ISIC_0063935,train
ISIC_0000102_downsampled,train
ISIC_0011301,train
ISIC_0066915,train
ISIC_0065172,train
ISIC_0069361,train
ISIC_0059294,train
ISIC_0066550,train
ISIC_0057349,train
ISIC_0012715_downsampled,train
ISIC_0056925,train
ISIC_0059463,train
ISIC_0063503,train
ISIC_0028518,train
ISIC_0027617,train
ISIC_0061317,train
ISIC_0002885_downsampled,train
ISIC_0027103,train
ISIC_0033156,train
ISIC_0055412,train
ISIC_0030613,train
ISIC_0063066,train
ISIC_0056780,train
ISIC_0030749,train
ISIC_0029796,train
ISIC_0056206,train
ISIC_0057633,train
ISIC_0064898,train
ISIC_0032020,train
ISIC_0073148,train
ISIC_0065399,train
ISIC_0064058,train
ISIC_0072276,train
ISIC_0058690,train
ISIC_0063258,train
ISIC_0066322,train
ISIC_0010255,train
ISIC_0054440,train
ISIC_0014850_downsampled,train
ISIC_0031607,train
ISIC_0062337,train
ISIC_0030955,train
ISIC_0027795,train
ISIC_0062804,train
ISIC_0029056,train
ISIC_0060871,train
ISIC_0000169,train
ISIC_0064161,train
ISIC_0056897,train
ISIC_0067457,train
ISIC_0061601,train
ISIC_0027370,train
ISIC_0026383,train
ISIC_0027873,train
ISIC_0030235,train
ISIC_0024738,train
ISIC_0029371,train
ISIC_0025803,train
ISIC_0064335,train
ISIC_0025993,train
ISIC_0032984,train
ISIC_0032412,train
ISIC_0010055,train
ISIC_0028830,train
ISIC_0061192,train
ISIC_0070156,train
ISIC_0057626,train
ISIC_0067903,train
ISIC_0065293,train
ISIC_0025334,train
ISIC_0063074,train
ISIC_0025102,train
ISIC_0067814,train
ISIC_0032718,train
ISIC_0064867,train
ISIC_0032265,train
ISIC_0033776,train
ISIC_0030015,train
ISIC_0059635,train
ISIC_0030102,train
ISIC_0024694,train
ISIC_0000299,train
ISIC_0071779,train
ISIC_0064970,train
ISIC_0012127_downsampled,train
ISIC_0031049,train
ISIC_0053873,train
ISIC_0030585,train
ISIC_0055861,train
ISIC_0028911,train
ISIC_0059785,train
ISIC_0026830,train
ISIC_0024900,train
ISIC_0025969,train
ISIC_0055649,train
ISIC_0055449,train
ISIC_0030905,train
ISIC_0026820,train
ISIC_0056869,train
ISIC_0069911,train
ISIC_0063510,train
ISIC_0014779_downsampled,train
ISIC_0032757,train
ISIC_0010481,train
ISIC_0060230,train
ISIC_0063712,train
ISIC_0055983,train
ISIC_0060828,train
ISIC_0027528,train
ISIC_0056171,train
ISIC_0063096,train
ISIC_0061056,train
ISIC_0026581,train
ISIC_0025589,train
ISIC_0070015,train
ISIC_0071536,train
ISIC_0072975,train
ISIC_0068351,train
ISIC_0071701,train
ISIC_0026459,train
ISIC_0027744,train
ISIC_0031338,train
ISIC_0034294,train
ISIC_0032858,train
ISIC_0060522,train
ISIC_0025320,train
ISIC_0065696,train
ISIC_0057056,train
ISIC_0070075,train
ISIC_0031674,train
ISIC_0059481,train
ISIC_0030689,train
ISIC_0027856,train
ISIC_0064286,train
ISIC_0060252,train
ISIC_0009936,train
ISIC_0069558,train
ISIC_0060216,train
ISIC_0024938,train
ISIC_0014683_downsampled,train
ISIC_0062102,train
ISIC_0031625,train
ISIC_0055161,train
ISIC_0000116_downsampled,train
ISIC_0033902,train
ISIC_0070281,train
ISIC_0056232,train
ISIC_0030030,train
ISIC_0026112,train
ISIC_0026291,train
ISIC_0073072,train
ISIC_0066300,train
ISIC_0067652,train
ISIC_0059058,train
ISIC_0030438,train
ISIC_0061936,train
ISIC_0070864,train
ISIC_0027305,train
ISIC_0061636,train
ISIC_0054644,train
ISIC_0028256,train
ISIC_0011372,train
ISIC_0067058,train
ISIC_0064090,train
ISIC_0069454,train
ISIC_0033528,train
ISIC_0031788,train
ISIC_0068779,train
ISIC_0065986,train
ISIC_0056017,train
ISIC_0063734,train
ISIC_0025868,train
ISIC_0064563,train
ISIC_0000514,train
ISIC_0071335,train
